stt,thoigian,giaphong,dientich,vido,kinhdo,khutro,drmd,kcdc,khepkin,tiennghi,thuantien,diachi,chitiet

119,01/2021,2500000,18,21.0412456,105.8025948,"Số 25 ngõ 61/17 Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"," chung cư mini khu vực nghĩa đô , cầu giấy- khép kín , có  18m2- có đầy đủ điều hoà, bình nóng lạnh-không chung chủ , giờ giấc thoải mái- ở trong khuôn viên rộng và an ninh tốt-giá : 2,5 triệu đồng / tháng (điện 4k/số , nước 22k/khối , internet 50k/ tháng )-địa chỉ : số 25 ngõ 61/17 phố phùng chí kiên , quận cầu giấy-liên hệ chính chủ ( anh duy ) : 0969064174"
117,02/2021,2200000,18,20.9776621,105.7778177,"Số nhà 7, ngách 30, ngõ 35 Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","cuối tháng 1  có 1   tại vạn phúc – hà đông (từ cầu am đi vào 200m).  không khép kín, 2  chung nvs ngay cạnh . không chung chủ thoải mái giờ giấc.  ốp sàn gỗ sạch sẽ, sẵn giường, nóng lạnh, điều hòa. nấu ăn, để xe tầng 1.giá  2,2tr. điện 3.500đ/s, nước 70.000đ/ng/tháng. (ở ngay tháng 2 giảm 200k tiền  còn 2tr) : cách chung cư golden silk 400m, bưu điện hà đông 500m, cao đẳng y tế hà đông –bv đa khoa hà đông 900m, cách bến xe bus 400m. cách đh kiến trúc, bưu chính vt 1,5km. sđt lh: 0357739945 mai"
114,02/2021,1300000,12,20.984291,105.814396,"SN 11 ngõ 420/52 Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",  mimi khép kín thoáng mát ưu tiên sinh viên trường đại học thăng long ở một  gần chợ và trường đại học thăng long công trình phụ khép kín ở riêng chủ
116,01/2021,2000000,18,20.9989427,105.7953712,"319 Phố Vũ Hữu, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",vũ hữu thanh xuân còn  giá 2tr .điện nước giá dân-địa chỉ 319 vũ hữu (nhà mặt đường rất thuận tiện đi lại)*chỉ phù hợp với các bạn nữbạn nào có nhu cầu ib hoặc liên hệ nhé
118,01/2021,2600000,18,21.0295717,105.7633968,"16a1 Đường Trần Hữu Dực, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội","#giảm_ngay_300k tháng tết+chỉ còn 1  trên chung cư mỹ đình , trần hữu dựcđầy đủ tiện nghi, điều hoà, nl , máy giặt, , sách vali đến ở+ 18m2, giá chỉ 2tr6, ở dc 2ng khép kín+ có hầm để xe????‍️, thang máy+ k chung chủ ‍️lh 0-96-418-65-15"
128,02/2021,4500000,33,20.9918619,105.8133552,"Nhà số 4, ngõ 262 Đường Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội"," ccmn- mới toanh siêu đẹp tại số 4 ngõ 262 khương đình (cách ngã tư sở chỉ 500m) giá 4.000.000 - 5.500.000-------------------------------------- tiện ích+ thang máy hiện đại , chỗ để xe rộng rãi+  40m2+ camera 24/24, wifi tốc độ cao+ ban công rộng thoáng mát+ thuận tiện đi tới các trường đại học lớn như công đoàn, thủy lợi, nhân văn, thăng long,đh hà nội+ nhà cách chợ vài bước chân, gần  gym, bãi đỗ xe, siêu thị , giặt là .... --------------------------------------nội thất :  full nội thất như+ giường 1,6x2m,+ tủ quần áo+ điều hòa.12 btu+ nóng lạnh+ tủ lạnh , máy giặt+ trang thiết bị vệ sinh hiện đại+ kệ bếp nấu ăn.--------------------------------------dịch vụ+ để xe tầng 1 miễn phí+ điện 3,5k/ số+ nước 25k/ khối-------------------------------------- cam kết chính chủ không mất phí môi giớiliên hệ xem : 0989.556.109"
123,02/2021,2700000,20,21.016233,105.8056857,"110 Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","+: số 5, ngách 43/49, ngõ 110 trần duy hưng, cầu giấy.+: 20m2 - 22m2 khép kín,  đẹp.+ giờ giấc đi lại tự do, nhà có lắp khóa vân tay nên chỉ người trong nhà mới ra vào dk.+giá giá 2,7tr - 3tr:  có giường, tủ, nóng lạnh.giá 2,9tr - 3,2tr/th  có điều hòa, giường, tủ, nóng lạnh.liên hệ: 0985.466.872"
124,02/2021,2800000,18,20.976146426506272,105.78089468413089,"4 Đường Thanh Bình, Phường Mỗ Lao, Quận Hà Đông, Hà Nội","chung cư mini, thiết kế kiểu khách sạn, đầy đủ nội thất thiết kế kiểu khách sạn, ấm cúng và tinh tế, phù hợp với hộ độc thân hoặc 2 người.căn  hướng đông nam tràn ngập ánh sáng, đón gió mát mùa hè và chắn gió lạnh mùa đông.  vệ sinh riêng có ô thoáng thông gió và lấy ánh sáng, luôn khô thoáng và sạch sẽ.ô tô đỗ cửa và thuận tiện giao thông. đi bộ rất gần đến điểm dừng 20 tuyến xe bus. nhà hàng, siêu thị mini, quán cà phê, hàng ăn sáng, tiệm giặt là, hiệu thuốc. gần các trường đh kiến trúc, an ninh, bưu chính viễn thông, đh hà nội...khu dân trí cao và an ninh. ngủ gồm:1) điều hòa nhiệt độ2) quạt treo tường3) tủ quần áo4) giường và đệm 1,8m5) gương lớn6) cửa sổ chống ồn và rèm7) cửa ra vào chống ồn tiêu chuẩn khách sạn8) smart tv32in, tủ lạnh (tùy ) vệ sinh gồm:1) máy sấy tóc2) bồn cầu liền khối3)bình nóng lạnh4) vòi sen5) chậu rửa lavabo6) gương lớn7) móc treo khăn, kệ đựngtiện ích khác trong nhà:-khu máy giặt sử dụng miễn phí- chỗ để xe miễn phí- khóa vân tay-wifi tốc độ cao-thang máy, camera giá thuê: 2.800.000 3.000.0000 đ/ thángliên hệ: 0913093489"
127,03/2021,3500000,37,20.9969876,105.8434253,"Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","chính chủ cần  nhà tầng 1, tập thể 128c đại la. nhà cạnh trường kinh tế quốc dân. 37m2, khép kín. điện, nước theo hóa đơn nhà nước. có bình nóng lạnh.tiện cho sinh viên hoặc người độc thân đi làm thuê."
120,03/2021,2500000,22,20.9925823,105.8393044,"Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"," tầng 2 hoặc tầng 3 trong căn nhà 4 tầngnội thất- tầng 1 để xe và bếp nấu ăn chung đã có đồ cơ bản-  tầng 2-3  ngủ- có nóng lạnh- máy giặt chung để tầng 3- tầng 4 có sân phơi đồ- nằm  thuận tiện, gần các trường đại học y, kinh tế quốc dân, bách khoa, xây dựng...- nhà mát mẻ, thoáng, yên tĩnh...- không chung chủ, giờ giấc thoải mái nhưng phải đảm bảo an ninh và giữ gìn trật tự khu vực- điện 3k/số- nước 80k/ng- mạng 50k/ng- vệ sinh miễn phí"

131,03/2021,3000000,25,20.983734018237808,105.86376557169947,"kim giang, Quận Hoàng Mai, Hà Nội"," mọi người có nhu cầu ở ngay gần kv kim giang- linh đàm- phan trọng tuệ. với hệ thống  mới tinh đủ đồ khép kín, giá chỉ từ 2tr ib cho  nhé. nhà đẹp, rộng, thoáng, đầy đủ tiện nghi, luôn chu đáo, tận tâm hỗ trợ giá thuê tới khách hàng.️hệ thống  ccmn tuấn kiệt: 0988 178 768 - 0968 281 650"
139,02/2021,2600000,48,20.9592584,105.7857359,"Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","  khu đấu giá kiến hưng - đa sĩ, hà đông, hà nội,  50m2 (30 m2 sử dụng riêng, 20 m2 sử dụng chung hai hộ) khép kín, bình nóng lạnh, bếp riêng, 2  ngủ. có chỗ để xe riêng, tự quản. điện, nước đồng hồ riêng, tự thanh toán với công ty theo giá nhà nước. ở độc lập, không chung chủ. khu mới, quy hoạch đẹp. đường trước nhà 13,5 m (phía trong có hộ khác đang thuê) đỗ xe ô tô thỏa mái. có thể làm  ở hoặc văn  (hiện bên thuê đang làm văn  công ty). cách cổng chợ hà đông (phố lê lợi) 500 m về phía bể bơi, sân bóng, công an phường kiến hưng, gần các loại trường học. an ninh tốt. dân trí cao. ở trước tết tân sửu giảm 500 k cho tháng 02/2021."
1504,03/2019,1200000,12,20.9887717,105.81803190000004,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  trong chung cư mini mới xây tại ngõ 1 phố bùi xương trạch giá 1.2tr-1.5tr. điện : 4k/số, nước máy: 25k/khối. ưu tiên ở 1 "
3388,08/2019,1500000,15,0.0,0.0,"Số 14 Ngách 1/31, Ngõ 1 Bùi Xương Trạch, Thanh Xuân","[tìm nữ ở ghép]hiuhiu sắp về quê rồi mà chưa tìm đc ng. vì  chuyển về quê làm nên tìm người ở ghép cho chị cùng  ở ngõ 1 bùi xương trạch giá 1,5tr. rộng rãi thoáng mát khoảng 15m2, ở tầng 2. vệ sinh 2  chung 1 sạch sẽ, có nóng lạnh,máy giặt. có chỗ để xe rộng rãi ở tầng 1.điện nước giá nhà nước chia đầu người. an ninh cực kỳ tốt, gần chợ, cách bus 05, 60 400m.không ở chung chủ, giờ giấc thoải mái.chị cùng  vui vẻ, hiền, đi làm 6h mới về, cuối tuần chị ý thường về quê.đóng tiền nhà 3 tháng 1. đa số giờ ở đâu cũng thế mà.ai có nhu cầu liên hệ t để xem  nha. sdt 0969417365"
3454,08/2019,1100000,10,0.0,0.0,"Ngõ 77, Ngách 43, Số Nhà 8 Đường Bùi Xương Trạch, Thanh Xuân","nhà  thuê không ở hết, hiện còn 1  tầng 3 muốn  lại.tiền điện, nước trả  trả theo hóa đơn hộ gia đình nên  sẽ chia theo đầu người và theo .để xe và nấu ăn ở tầng 1.giờ giấc đi lại tự do vì không ở với chủ.có đầy đủ internet, th cap và nóng lạnh"
2799,07/2016,1100000,10,20.9878469,105.8183533,"Số nhà 25, hẻm 1/62/24, Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","nhà có khuôn viên thoáng mát, có sân phơi rộng rãi.điện, nước, mạng wifi đầy đủ."
3530,08/2019,2000000,18,0.0,0.0,Số 7G ngõ 41 Bùi Xương Trạch,"tôi có 1 mảnhđất 70m2 xây thành 3  khép kín có gác xép tại số 7g ngõ 41 bùi xương trạch. nay có 1  sắp chuyểnđi nên tôiđăng tinđể . giá thuê 2tr/tháng,điện nước 3  tự dùng tự thanh toán theo giá nhà nước. ai có nhu cầu xin liên hệ"
3589,08/2019,2000000,20,0.0,0.0,"Số nhà 58 ngõ 1/62 Phố Bùi Xương Trạch, Thanh Xuân Hà Nội",   khoảng 18 m2 đầy đủ tiện nghi không gian yên tĩnh thoáng phù hợp với các bạn ngoan chịu khó học có chí tiến thủ. nhà gần ngã tư sở giao thông tiện lợi đi học và đi làm.
